ConstellationShortName,AlphanumericName,ApparentMagnitude,Bayer 編號,ConsID,Declination,Flamsteed,HipparcosNumber,Name,RightAscension,ith,星點,英文星名
Cet,Mu,4.269999981,μ Cet,21,10.1142,87 Cet,12828,μ,41.23485,12,天囷四,
Lyr,Epsilon1,4.670000076,ε1 Lyr,52,39.67,4 Lyr,91919,?1,281.085,10,織女二,
Cen,Sigma,3.910000086,σ Cen,19,-50.2306,,60823,σ,187.0095,19,庫樓十,
Cas,nil,2.279999971,β Cas,18,59.1502,11 Cas,746,Caph,2.292045,3,王良一,Caph
Pyx,Epsilon,5.590000153,,69,-30.3653,,45001,?,137.48505,10,,
Cha,Mu2,6.599999905,,22,-81.5656,,49326,μ2,151.0305,15,,
Oph,Chi,4.21999979,χ Oph,59,-18.4562,7 Oph,80569,χ,246.756,12,東咸二,
Lib,Zeta4,5.53000021,ζ4 Lib,49,-16.8528,35 Lib,76126,ζ4,233.2305,18,氐宿增十四,
Leo,Epsilon,2.970000029,ε Leo,46,23.7743,17 Leo,47908,?,146.463,5,軒轅九,
Del,Kappa,5.070000172,κ Del,32,10.0862,7 Del,101916,κ,309.7815,7,敗瓜五,
Mon,Epsilon,4.389999866,εA Mon,55,4.59284,8A Mon,30419,?,95.9421,6,四瀆四,
Mic,Zeta,5.320000172,,54,-38.6312,,103882,ζ,315.741,7,,
Ori,Theta1B,5.130000114,,60,-5.3897,,26221,θ1B,83.8187,35,,
Aqr,Chi,4.929999828,χ Aqr,4,-7.72647,92 Aqr,114939,χ,349.212,22,羽林軍四三,
Ser,Eta,3.230000019,η Ser,76,-2.89712,58 Ser,89962,η,275.3295,2,八 東海,
Cep,Pi,4.409999847,π Cep,20,75.3876,33 Cep,114222,π,346.974,14,七 少衛,
Sgr,Omicron,3.75999999,ο Sgr,72,-21.7414,39 Sgr,93683,ο,286.17,12,建二,
CMa,Omicron2,3.019999981,ο2 CMa,14,-23.8333,24 CMa,33977,ο2,105.75615,7,軍市增五,
Ari,nil,3.880000114,γ Ari,7,19.2941,5 Ari,8832,Mesarthim,28.3824,3,婁宿二,Mesarthim
Aql,Epsilon,4.019999981,ε Aql,5,15.0685,13 Aql,93244,?,284.9055,9,吳越增一,
Crv,nil,2.579999924,γ Crv,28,-17.542,4 Crv,59803,Gienah,183.9525,1,軫宿一,Gienah
Lib,Tau,3.660000086,τ Lib,49,-29.7777,40 Lib,76600,τ,234.6645,5,天輻二,
Aps,Eta,4.889999866,η Aps,3,-81.0076,,69896,η,214.5585,6,異雀七,
Cha,Zeta,5.070000172,ζ Cha,22,-80.9413,,46928,ζ,143.4729,8,小斗五,
Her,Gamma,3.74000001,γ Her,40,19.153,20 Her,80170,γ,245.4795,9,二 河間,
Cap,Mu,5.079999924,μ Cap,16,-13.5518,51 Cap,108036,μ,328.323,16,哭一,
Cnc,Sigma1,5.670000076,σ1 Cnc,12,32.4741,51 Cnc,43584,σ1,133.1442,21,軒轅增七,
Sco,Mu1,3,μ1 Sco,73,-38.0473,,82514,μ1,252.9675,13,尾宿一,
Ori,Phi1,4.389999866,?1 Ori,60,9.48959,37 Ori,26176,?1,83.7051,21,觜宿二,
For,Iota1,5.739999771,,37,-30.045,,12122,ι1,39.0387,15,,
CrA,Eta1,5.460000038,η1 CrA,26,-43.68,,92308,η1,282.21,11,鱉二,
Sgr,nil,3.839999914,μ Sgr,72,-21.0588,13 Sgr,89341,Polis,273.441,13,斗宿三,
Sgr,nil,2.599999905,ζ Sgr,72,-29.8801,38 Sgr,93506,Ascella,285.6525,3,斗宿六,Ascella
Cae,Beta,5.039999962,,10,-37.1448,,21861,β,70.5144,3,,
For,Tau,6.010000229,,37,-27.9431,,17007,τ,54.69855,23,,
Cep,Rho1,5.829999924,,20,78.7859,,110787,ρ1,336.6765,18,,
Aql,Pi,5.75,π Aql,5,11.8159,52 Aql,97473,π,297.1755,22,河鼓增四,
Cet,Phi2,5.170000076,?2 Cet,21,-10.6438,19 Cet,3909,?2,12.532185,23,天溷增六,
Pyx,Zeta,4.860000134,,69,-29.5609,,42483,ζ,129.927,7,,
Tel,Epsilon,4.519999981,,79,-45.9543,,89112,?,272.808,3,,
Vol,Eta,5.28000021,,87,-73.4001,,41003,η,125.5188,8,,
Vol,Kappa1,5.329999924,κ1 Vol,87,-71.515,,40817,κ1,124.9542,9,飛魚四,
Per,nil,1.789999962,α Per,63,49.8612,33 Per,15863,Mirphak,51.08055,1,天船三,Mirphak
Cnc,Lambda,5.920000076,λ Cnc,12,24.0224,19 Cnc,40881,λ,125.1339,26,爟二,
Sct,Eta,4.829999924,η Sct,75,-5.84621,,93026,η,284.265,6,天弁五,
Cnc,Rho1,5.960000038,ρ1 Cnc,12,28.3314,55 Cnc,43587,ρ1,133.1505,28,軒轅增十九,
Pyx,Kappa,4.619999886,,69,-25.8585,,44824,κ,137.01195,4,,
Pav,Gamma,4.210000038,γ Pav,61,-65.3681,,105858,γ,321.6105,7,孔雀十,
Aur,Psi1,4.920000076,ψ1 Aur,8,49.2879,46 Aur,30520,ψ1,96.22455,18,座旗增一,
Gru,Sigma1,6.28000021,,39,-40.5825,,111594,σ1,339.1215,25,,
Hyi,Mu,5.269999981,,43,-79.1092,,11757,μ,37.91715,10,,
Lyr,Kappa,4.329999924,κ Lyr,52,36.0644,1 Lyr,89826,κ,274.965,5,織女增四,
Scl,Tau,5.690000057,,74,-29.9074,,7463,τ,24.0351,16,,
Leo,Rho,3.839999914,ρ Leo,46,9.30659,47 Leo,51624,ρ,158.2035,10,軒轅十六,
Cen,nil,2.059999943,θ Cen,19,-36.3687,5 Cen,68933,Menkent,211.6725,4,庫樓三,Menkent
Cru,nil,0.769999981,α Cru,30,-63.0991,,60718,Acrux,186.6495,1,十字架二,Acrux
Eri,Chi,3.690000057,χ Eri,36,-51.6096,,9007,χ,28.98675,8,天園二,
Peg,Omicron,4.800000191,ο Peg,62,29.3077,43 Peg,112051,ο,340.4385,18,離宮三,
Sge,Alpha,4.389999866,α Sge,71,18.0139,5 Sge,96757,α,295.0245,3,左旗一,Sham
Sex,Delta,5.190000057,δ Sex,77,-2.73905,29 Sex,51362,δ,157.3695,4,天相增六,
Ori,Chi2,4.639999866,χ2 Ori,60,20.1385,62 Ori,28716,χ2,90.97995,29,司怪三,
Tel,Lambda,4.849999905,,79,-52.9386,,93148,λ,284.616,4,,
Phe,Lambda2,5.510000229,,64,-48.0007,,2802,λ2,8.9214,20,,
Oct,Chi,5.289999962,,58,-87.6055,,92824,χ,283.698,9,,
Peg,nil,3.410000086,ζ Peg,62,10.8314,42 Peg,112029,Homam,340.365,6,雷電一,Homan
CrB,Epsilon,4.139999866,ε CrB,27,26.878,13 CrB,78159,?,239.397,4,貫索七,
Cha,Mu1,5.53000021,,22,-82.2147,,49065,μ1,150.183,13,,
Leo,Sigma,4.050000191,σ Leo,46,6.02935,77 Leo,55434,σ,170.2845,13,二 西上將,
CrA,Eta2,5.599999905,,26,-43.434,,92382,η2,282.396,12,,
Her,Rho,4.150000095,ρ Her,40,37.1459,75 Her,85112,ρ,260.9205,15,女床三,
Oct,Mu2,6.510000229,,58,-75.3504,,102125,μ2,310.4325,27,,
Peg,Upsilon,4.420000076,υ Peg,62,23.404,68 Peg,115623,υ,351.345,14,離宮六,
Ori,Upsilon,4.619999886,υ Ori,60,-7.30153,36 Ori,25923,υ,82.9827,28,參宿增卅六,
Aql,Zeta,2.99000001,ζ Aql,5,13.8637,17 Aql,93747,ζ,286.353,3,六 吳越,
Cen,Xi2,4.269999981,,19,-49.9062,,64004,ξ2,196.728,22,,
Mic,Nu,5.119999886,,54,-44.516,,101477,ν,308.4795,6,,
CrB,Eta2,5.960000038,,27,30.2888,,0,η2,230.7975,22,,
Per,Omicron,3.839999914,ο Per,63,32.2883,38 Per,17448,ο,56.07975,11,卷舌增七,
Vir,nil,3.589999914,β Vir,86,1.76538,5 Vir,57757,Alaraph,177.672,7,一 右執法,Zavijava
Lup,Gamma,2.799999952,γ Lup,50,-41.1667,,76297,γ,233.7855,3,騎官一,
Her,Nu,4.409999847,ν Her,40,30.1893,94 Her,87998,ν,269.625,19,中山增二,
And,Psi,4.96999979,ψ And,1,46.4203,20 And,117221,ψ,356.508,22,螣蛇廿,
Com,Alpha2,5.170000076,,25,17.527,,0,α2,197.502,4,,
Oph,Nu,3.319999933,ν Oph,59,-9.77335,64 Oph,88048,ν,269.757,9,九 燕,
Ser,Rho,4.739999771,ρ Ser,76,20.9779,38 Ser,77661,ρ,237.816,16,貫索增十三,
Oph,Mu,4.579999924,μ Oph,59,-8.11872,57 Oph,86284,μ,264.462,20,市樓一,
Per,Eta,3.769999981,η Per,63,55.8955,15 Per,13268,η,42.6741,8,天船一,
Aql,Sigma,5.179999828,σ Aql,5,5.39778,44 Aql,96665,σ,294.798,17,右旗二,
Cnc,Zeta2,4.670000076,ζ Cnc,12,17.6481,16 Cnc,40167,ζ2,123.05295,6,水位四,Tegmine
Ser,Tau7,5.800000191,τ7 Ser,76,18.4639,22 Ser,76878,τ7,235.4775,25,周增六,
Aur,Upsilon,4.71999979,υ Aur,8,37.3057,31 Aur,27639,υ,87.76005,15,柱四,
Ori,nil,1.74000001,ζ Ori,60,-1.94258,50 Ori,26727,Alnitak,85.18965,5,參宿一,Alnitak
Sco,Sigma,2.900000095,σ Sco,73,-25.5928,20 Sco,80112,σ,245.2965,11,心宿一,Al Niyat
Sco,Omega1,3.930000067,ω1 Sco,73,-20.6691,9 Sco,78933,ω1,241.7025,18,鉤鈐一,
PsA,Iota,4.349999905,ι PsA,67,-33.0256,9 PsA,107380,ι,326.2365,5,天錢三,
Hya,Omega,4.989999771,ω Hya,42,5.09234,18 Hya,44659,ω,136.49325,25,柳宿七,
Leo,nil,2.559999943,δ Leo,46,20.524,68 Leo,54872,Zosma,168.5265,4,五 西上相,Zosma
Hya,Beta,4.289999962,β Hya,42,-33.9081,,57936,β,178.227,14,青丘一,
Mic,Delta,5.690000057,,54,-30.125,,104148,δ,316.5045,9,,
Tel,Eta,5.03000021,,79,-54.4237,,95261,η,290.7135,8,,
Vol,Beta,3.769999981,β Vol,87,-66.1365,,41312,β,126.4344,1,飛魚三,
Vir,Phi,4.809999943,? Vir,86,-2.22795,105 Vir,70755,?,217.0515,21,亢宿三,
Aur,Zeta,3.690000057,ζ Aur,8,41.0759,8 Aur,23453,ζ,75.6195,7,柱二,
Gru,Upsilon,5.619999886,,39,-38.8923,,114132,υ,346.7235,21,,
Pav,Theta,5.710000038,,61,-65.0775,,92294,θ,282.1575,22,,
Per,Pi,4.679999828,π Per,63,39.6628,22 Per,13879,π,44.69025,22,積屍,
Cyg,Sigma,4.21999979,σ Cyg,31,39.3947,67 Cyg,105102,σ,319.3545,14,天津增廿八,
Psc,Psi3,5.570000172,ψ3 Psc,66,19.6584,81 Psc,5454,ψ3,17.45505,27,奎宿增七,
Mus,Epsilon,4.059999943,,56,-67.9607,,59929,?,184.395,6,,
CVn,nil,4.239999771,β CVn,13,41.3568,8 CVn,61317,Chara,188.4375,2,常陳四,Chara
PsA,Pi,5.119999886,,67,-34.7496,,113860,π,345.8745,11,,
UMa,Pi1,5.630000114,π1 UMa,83,65.0207,3 UMa,42438,π1,129.7989,28,內階增九,
Lup,Kappa2,5.699999809,,50,-48.7436,,74380,κ2,227.991,30,,
Col,Nu1,6.150000095,,24,-27.8712,,26412,ν1,84.31875,16,,
Sco,Iota1,2.99000001,ι1 Sco,73,-40.127,,87073,ι1,266.8965,12,尾宿六,
Ari,Epsilon,4.630000114,ε Ari,7,21.3404,48 Ari,13914,?,44.80305,5,左更增七,
Aqr,Pi,4.800000191,π Aqr,4,1.37739,52 Aqr,110672,π,336.3195,20,墳墓四,
Cas,Sigma,4.880000114,σ Cas,18,55.7549,8 Cas,118243,σ,359.7525,19,螣蛇十一,
Aql,Phi,5.28000021,? Aql,5,11.4237,61 Aql,98103,?,299.0595,20,河鼓增六,
Cnc,Omega1,5.869999886,ω1 Cnc,12,25.3928,2 Cnc,39191,ω1,120.2328,25,爟增二,
Mus,Gamma,3.839999914,,56,-72.133,,61199,γ,188.1165,5,,
Her,Epsilon,3.920000076,ε Her,40,30.9263,58 Her,83207,?,255.072,14,天紀三,
Pyx,Alpha,3.680000067,α Pyx,69,-33.1864,,42828,α,130.8981,1,天狗五,
Leo,nil,4.320000172,λ Leo,46,22.9681,4 Leo,46750,Alterf,142.9302,15,軒轅八,Alterf
Crv,Zeta,5.199999809,ζ Crv,28,-22.2158,5 Crv,60189,ζ,185.1405,7,長沙,
Tau,Mu,4.269999981,μ Tau,78,8.89241,49 Tau,19860,μ,63.8835,15,畢宿增七,
CrA,Theta,4.619999886,θ CrA,26,-42.3125,,90982,θ,278.376,5,鱉十一,
Men,Epsilon,5.539999962,,53,-79.0942,,36039,?,111.40905,8,,
Lep,Nu,5.289999962,ν Lep,48,-12.3156,7 Lep,24873,ν,79.9959,13,軍井四,
Aur,Mu,4.820000172,μ Aur,8,38.4847,11 Aur,24340,μ,78.35715,17,天潢五,
Tuc,Pi,5.5,,82,-69.6249,,1647,π,5.162685,15,,
UMa,nil,2.230000019,ζ UMa,83,54.9254,79 UMa,65378,Mizar,200.9805,4,六 開陽,Mizar
Aql,Omega2,6.03000021,,5,11.5349,,95002,ω2,289.971,24,,
CMa,nil,-1.440000057,α CMa,14,-16.7131,9 CMa,32349,Sirius,101.28855,1,天狼,Sirius
PsA,Lambda,5.449999809,λ PsA,67,-27.7669,16 PsA,109789,λ,333.5775,13,羽林軍六,
Car,nil,-0.620000005,α Car,17,-52.6957,,30438,Canopus,95.98785,1,老人,Canopus
Mic,Alpha,4.889999866,,54,-33.7797,,102831,α,312.492,4,,
CrB,Sigma1,5.230000019,σ CrB,27,33.8588,17 CrB,79607,σ1,243.6705,15,貫索增七,
Hor,Delta,4.929999828,,41,-41.9937,,19515,δ,62.7102,2,,
Scl,Zeta,5.039999962,,74,-29.7204,,183,ζ,0.582975,6,,
TrA,Delta,3.859999895,δ TrA,81,-63.6856,,79664,δ,243.8595,4,三角形增一,
Aqr,Upsilon,5.210000038,υ Aqr,4,-20.7079,59 Aqr,111449,υ,338.673,26,羽林軍十一,
Pav,Beta,3.420000076,β Pav,61,-66.2032,,102395,β,311.2395,2,孔雀七,
Sco,Rho,3.869999886,ρ Sco,73,-29.214,5 Sco,78104,ρ,239.2215,17,房宿二,
And,Iota,4.289999962,ι And,1,43.2681,17 And,116631,ι,354.534,12,螣蛇廿二,
Mus,Zeta1,5.730000019,,56,-68.3072,,60329,ζ1,185.55,12,,
Dor,Lambda,5.139999866,,33,-58.9126,,25429,λ,81.58035,10,,
Cep,Mu,4.230000019,μ Cep,20,58.7801,,107259,μ,325.8765,10,造父四,The Garnet Star
CrB,Lambda,5.429999828,λ CrB,27,37.9468,12 CrB,78012,λ,238.9485,18,貫索增五,
Crv,nil,4.019999981,α Crv,28,-24.7288,1 Crv,59199,Alchibah,182.103,5,右轄,Alchiba
Pyx,Delta,4.869999886,δ Pyx,69,-27.6816,,43825,δ,133.8813,8,天狗七,
Dor,Zeta,4.710000038,,33,-57.473,,23693,ζ,76.3779,5,,
Ari,nil,4.349999905,δ Ari,7,19.7267,57 Ari,14838,Botein,47.907,4,天陰四,Botein
Leo,Chi,4.619999886,χ Leo,46,7.33612,63 Leo,54182,χ,166.2555,18,靈台一,
Vol,Delta,3.970000029,δ Vol,87,-67.9572,,35228,δ,109.20765,4,飛魚五,
Dor,Kappa,5.28000021,,33,-59.7328,,22040,κ,71.088,11,,
Psc,Omega,4.03000021,ω Psc,66,6.86359,28 Psc,118268,ω,359.8275,4,霹靂五,
Gru,Xi,5.289999962,,39,-41.1793,,106327,ξ,323.025,15,,
Psc,Theta,4.269999981,θ Psc,66,6.3791,10 Psc,115830,θ,351.993,8,霹靂三,
Ant,Theta,4.78000021,,2,-27.7696,,47758,θ,146.0505,4,,
Pyx,Beta,3.970000029,β Pyx,69,-35.3083,,42515,β,130.02555,2,天狗四,
Aqr,Psi3,4.989999771,ψ3 Aqr,4,-9.61073,95 Aqr,115115,ψ3,349.74,24,羽林軍卅七,
Lup,Tau1,4.559999943,τ1 Lup,50,-45.2214,,70574,τ1,216.534,22,柱四,
Lib,Nu,5.190000057,ν Lib,49,-16.2568,21 Lib,73945,ν,226.656,14,氐宿增十,
For,Eta1,6.510000229,,37,-35.5505,,13040,η1,41.8908,27,,
Boo,nil,-0.050000001,α Boo,9,19.1873,16 Boo,69673,Arcturus,213.918,1,大角,Arcturus
Lup,Upsilon,5.360000134,,50,-39.7101,,75439,υ,231.1875,27,,
CrB,Gamma,3.809999943,γ CrB,27,26.2955,8 CrB,76952,γ,235.686,3,貫索五,
Ser,Phi,5.539999962,,76,14.4143,,78132,?,239.3115,23,,
Mus,Eta,4.789999962,,56,-67.8946,,64661,η,198.813,8,,
Cen,Tau,3.849999905,τ Cen,19,-48.5413,,61622,τ,189.426,16,庫樓八,
Cap,Omega,4.119999886,ω Cap,16,-26.9191,18 Cap,102978,ω,312.9555,7,天田二,
Vir,Upsilon,5.139999866,υ Vir,86,-2.26534,102 Vir,70012,υ,214.8855,24,亢宿增十二,
Vol,Gamma1,5.679999828,,87,-70.4973,,34473,γ1,107.17635,12,,
Psc,Sigma,5.5,σ Psc,66,31.8043,69 Psc,4889,σ,15.70455,23,奎宿增十五,
Scl,Kappa2,5.409999847,,74,-27.7998,,930,κ2,2.89341,12,,
Gem,Upsilon,4.059999943,υ Gem,38,26.896,69 Gem,36962,υ,113.98065,15,五諸侯四,
Cyg,Eta,3.890000105,η Cyg,31,35.0835,21 Cyg,98110,η,299.076,11,輦道增五,
Phe,Xi,5.71999979,,64,-56.5015,,3277,ξ,10.442925,22,,
Lep,Iota,4.449999809,ι Lep,48,-11.8691,3 Lep,24244,ι,78.07455,11,軍井一,
Cru,Mu2,5.079999924,,30,-57.1686,,63005,μ2,193.6545,13,,
Cen,Upsilon2,4.340000153,υ2 Cen,19,-45.6034,,68523,υ2,210.4305,23,柱一,
Hya,Rho,4.349999905,ρ Hya,42,5.83788,13 Hya,43234,ρ,132.1083,16,柳宿四,
Lib,Delta,4.909999847,δ Lib,49,-8.51893,19 Lib,73473,δ,225.243,10,氐宿增一,
Ser,Mu,3.539999962,μ Ser,76,-3.43014,32 Ser,77516,μ,237.405,3,天乳,
Eri,Zeta,4.800000191,ζ Eri,36,-8.81984,13 Eri,15197,ζ,48.9585,31,天苑五,Zibal
For,Pi,5.340000153,,37,-30.0016,,9440,π,30.3117,9,,
For,Epsilon,5.880000114,,37,-28.0905,,14086,?,45.40605,18,,
Vir,Psi,4.769999981,ψ Vir,86,-9.53895,40 Vir,62985,ψ,193.5885,19,進賢增五,
CrB,nil,3.660000086,β CrB,27,29.1055,3 CrB,75695,Nusakan,231.957,2,貫索三,Nusakan
Ant,Delta,5.570000172,,2,-30.6071,,51376,δ,157.398,6,,
Crv,Epsilon,3.019999981,ε Crv,28,-22.6198,2 Crv,59316,?,182.532,4,軫宿二,
Cet,nil,2.039999962,β Cet,21,-17.9867,16 Cet,3419,Diphda,10.89678,1,土司空,Diphda
Eri,Upsilon2,3.809999943,υ2 Eri,36,-30.5623,52 Eri,21393,υ2,68.8878,11,天園十二,
Scl,Pi,5.25,,74,-32.3269,,7955,π,25.536,9,,
Aur,Omega,4.929999828,ω Aur,8,37.8905,4 Aur,23179,ω,74.814,19,五車增六,
Lib,nil,3.910000086,γ Lib,49,-14.7896,38 Lib,76333,Zubenelhakrabi,233.8815,6,氐宿三,
Sge,Eta,5.090000153,η Sge,71,19.9909,16 Sge,98920,η,301.29,6,左旗增廿六,
Lup,Kappa1,3.880000114,κ1 Lup,50,-48.7377,,74376,κ1,227.9835,10,騎陣將軍,
Gru,Rho,4.840000153,ρ Gru,39,-41.4141,,112203,ρ,340.875,13,鶴九,
Pic,Kappa,6.099999905,,65,-56.1345,,25098,κ,80.5923,11,,
Cnc,Omega2,6.320000172,ω2 Cnc,12,25.0894,4 Cnc,39263,ω2,120.43245,31,爟增一,
Sct,Gamma,4.670000076,,75,-14.5658,,90595,γ,277.299,4,,
Tau,Xi,3.730000019,ξ Tau,78,9.73277,2 Tau,16083,ξ,51.79215,10,天廩三,
Mic,Eta,5.550000191,,54,-41.3859,,104177,η,316.6065,8,,
Tuc,Nu,4.909999847,,82,-61.9821,,111310,ν,338.25,9,,
Her,nil,5,κ Her,40,17.047,7A Her,79043,Maasym,242.019,23,三 晉,Marsic
Gem,Chi,4.940000057,χ Gem,38,27.7944,,39424,χ,120.8796,21,爟增三,
Cen,Psi,4.050000191,ψ Cen,19,-37.8853,,70090,ψ,215.139,21,柱六,
Cap,Psi,4.130000114,ψ Cap,16,-25.2705,16 Cap,102485,ψ,311.5245,8,天田四,
Aur,Psi4,5.039999962,ψ4 Aur,8,44.5245,55 Aur,32173,ψ4,100.7709,23,座旗三,
Dra,Rho,4.510000229,ρ Dra,34,67.8734,67 Dra,98702,ρ,300.705,16,天廚四,
TrA,Eta1,5.889999866,,81,-68.2961,,81710,η1,250.347,10,,
Tau,Sigma2,4.670000076,σ2 Tau,78,15.918,92 Tau,21683,σ2,69.81855,21,附耳,
Lib,Eta,5.409999847,η Lib,49,-15.6727,44 Lib,77060,η,236.019,16,西咸四,
Ser,Upsilon,5.710000038,υ Ser,76,14.1153,31 Ser,77336,υ,236.823,24,周增十二,
Ori,Psi2,4.590000153,ψ Ori,60,3.09568,30 Ori,25473,ψ2,81.70935,27,參宿增十一,
Cep,nil,2.450000048,α Cep,20,62.5855,5 Cep,105199,Alderamin,319.644,1,天鉤五,Alderamin
Lyr,Nu1,5.929999828,ν1 Lyr,52,32.8128,8 Lyr,92398,ν1,282.441,17,漸台增六,
UMi,Theta,5,θ UMi,84,77.3493,15 UMi,76008,θ,232.854,8,勾陳增七,
Mon,Alpha,3.940000057,α Mon,55,-9.55108,26 Mon,37447,α,115.31205,2,闕丘增七,
Sge,Zeta,5.010000229,ζ Sge,71,19.142,8 Sge,97496,ζ,297.2445,5,左旗四,
Com,Alpha1,4.320000172,α Com,25,17.5291,42 Com,64241,α1,197.4975,2,五 東上將,
Crt,Zeta,4.710000038,ζ Crt,29,-18.3506,27 Crt,57283,ζ,176.19,6,翼宿三,
Ser,Tau6,6,τ6 Ser,76,16.0246,19 Ser,76810,τ6,235.2465,28,周增四,
Pav,Rho,4.860000134,,61,-61.5297,,101773,ρ,309.3975,14,,
Ori,nil,2.069999933,κ Ori,60,-9.6696,53 Ori,27366,Saiph,86.9391,6,參宿六,Saiph
Sge,Theta,6.510000229,θ Sge,71,20.9148,17 Sge,99352,θ,302.4855,8,左旗增廿五,
Oct,Upsilon,5.760000229,,58,-85.9674,,111196,υ,337.908,23,,
Cet,Baten,3.74000001,ζ Cet,21,-10.3349,55 Cet,8645,Baten,27.86505,8,天倉四,Baten Kaitos
Sgr,Chi3,5.449999809,χ3 Sgr,72,-23.9624,49 Sgr,95503,χ3,291.3735,29,狗增四,
CrB,nil,2.220000029,α CrB,27,26.7149,5 CrB,76267,Alphekka,233.6715,1,貫索四,Alphekka
Hya,Theta,3.890000105,θ Hya,42,2.31502,22 Hya,45336,θ,138.59085,10,柳宿八,
Gem,nil,1.159999967,β Gem,38,28.0263,78 Gem,37826,Pollux,116.3307,1,北河三,Pollux
Gru,Tau3,5.71999979,,39,-47.9692,,113307,τ3,344.199,22,,
Lup,Zeta,3.410000086,ζ Lup,50,-52.0991,,74395,ζ,228.072,6,車騎一,
PsA,Upsilon,4.989999771,,67,-34.0437,,109289,υ,332.1075,9,,
Ser,Tau1,5.159999847,τ1 Ser,76,15.4281,9 Ser,75530,τ1,231.447,20,周增一,
Cep,Nu,4.25,ν Cep,20,61.1208,10 Cep,107418,ν,326.3625,11,造父五,
Hyi,Delta,4.079999924,δ Hyi,43,-68.6594,,11001,δ,35.43765,4,蛇腹三,
Leo,Kappa,4.46999979,κ Leo,46,26.1824,1 Leo,46146,κ,141.16365,17,軒轅七,
And,Omicron,3.619999886,ο And,1,42.326,1 And,113726,ο,345.48,5,車府增十六,
Pav,Mu1,5.75,,61,-66.9489,,98478,μ1,300.096,23,,
Tau,nil,3.529999971,ε Tau,78,19.1805,74 Tau,20889,Ain,67.15395,7,畢宿一,Ain
Cru,Lambda,4.619999886,,30,-59.1467,,63007,λ,193.6635,10,,
Ind,Nu,5.28000021,,44,-72.2538,,110618,ν,336.144,10,,
Vir,Nu,4.039999962,ν Vir,86,6.52981,3 Vir,57380,ν,176.4645,10,內屏二,
Cyg,Lambda,4.53000021,λ Cyg,31,36.4907,54 Cyg,102589,λ,311.8515,19,天津增卅,
Mus,Beta,3.039999962,β Mus,56,-68.1081,,62322,β,191.571,2,蜜蜂一,
CrB,Tau,4.730000019,τ CrB,27,36.4901,16 CrB,79119,τ,242.2425,8,貫索增六,
UMa,nil,3.569999933,κ UMa,83,47.1567,12 UMa,44471,Talitha Australis,135.90645,15,上台二,
PsA,Tau,4.940000057,τ PsA,67,-32.5484,15 PsA,109422,τ,332.535,8,天錢五,
Per,Mu,4.119999886,μ Per,63,48.4094,51 Per,19812,μ,63.72435,17,天船七,
Cru,Delta,2.789999962,δ Cru,30,-58.7489,,59747,δ,183.786,4,十字架四,
Ari,Iota,5.090000153,ι Ari,7,17.8176,8 Ari,9110,ι,29.3376,9,婁宿增一,
Lep,Kappa,4.360000134,κ Lep,48,-12.9413,4 Lep,24327,κ,78.3078,10,軍井二,
Cen,Eta,2.329999924,η Cen,19,-42.1577,,71352,η,218.877,7,庫樓二,
Aps,Epsilon,5.059999943,ε Aps,3,-80.1089,,70248,?,215.5965,7,異雀九,
Ara,Sigma,4.559999943,σ Ara,6,-46.5056,,86092,σ,263.9145,9,杵一,
Her,Tau,3.910000086,τ Her,40,46.3133,22 Her,79992,τ,244.935,13,七公二,
Lup,Epsilon,3.369999886,ε Lup,50,-44.6896,,75264,?,230.67,5,騎官六,
Cnc,Omicron1,5.21999979,ο1 Cnc,12,15.3227,62 Cnc,43970,ο1,134.3121,9,鬼宿增十,
Sco,XiA,4.840000153,ξ Sco,73,-11.3742,,78727,ξA,241.092,24,西咸一,
Ind,Eta,4.510000229,,44,-51.9208,,102333,η,311.0085,5,,
Equ,Epsilon,5.300000191,ε Equ,35,4.29385,1 Equ,103569,?,314.769,5,虛宿增四,
Phe,Gamma,3.410000086,γ Phe,64,-43.3177,,6867,γ,22.0914,3,火鳥十,
Cnc,nil,4.260000229,α Cnc,12,11.8578,65 Cnc,44066,Acubens,134.6217,4,柳宿增三,
Tau,Delta2,4.800000191,δ2 Tau,78,17.4442,64 Tau,20542,δ2,66.0237,23,畢宿增十二,
Lib,Epsilon,4.920000076,ε Lib,49,-10.3219,31 Lib,75379,?,231.0495,11,氐宿增廿,
UMa,Sigma1,5.150000095,σ1 UMa,83,66.8733,11 UMa,44857,σ1,137.09805,27,三師三,
Sge,Gamma,3.50999999,γ Sge,71,19.4921,12 Sge,98337,γ,299.6895,1,左旗五,
Sex,Epsilon,5.25,ε Sex,77,-8.06892,22 Sex,50414,?,154.4085,5,天相三,
Crt,Delta,3.559999943,δ Crt,29,-14.779,12 Crt,55282,δ,169.836,1,翼宿七,
Oph,Rho,4.570000172,ρ Oph,59,-23.4471,5 Oph,80473,ρ,246.396,19,心宿增四,
Cyg,Epsilon,2.480000019,ε Cyg,31,33.9695,53 Cyg,102488,?,311.5515,3,天津九,Gienah
Cru,Zeta,4.059999943,,30,-64.003,,60009,ζ,184.6095,7,,
Sgr,Iota,4.119999886,ι Sgr,72,-41.8684,,98032,ι,298.815,17,天淵增一,
UMa,Chi,3.690000057,χ UMa,83,47.7793,63 UMa,57399,χ,176.5125,16,太陽守,
Scl,Sigma,5.5,,74,-31.552,,4852,σ,15.6099,14,,
